City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Tiksi,RU,2021-11-22 13:54:23,71.6872,128.8694,-7.37,99,100,4.76
252,Kainantu,PG,2021-11-22 13:54:23,-6.2887,145.8655,60.37,97,99,1.14
253,New Norfolk,AU,2021-11-22 13:54:24,-42.7826,147.0587,54.9,72,100,1.79
254,Mattru,SL,2021-11-22 13:54:24,7.6244,-11.8332,93.63,44,29,0.81
255,Imeni Poliny Osipenko,RU,2021-11-22 13:54:24,52.4201,136.4853,19.81,91,100,15.21
256,Kahului,US,2021-11-22 13:54:25,20.8947,-156.47,70.68,92,1,9.01
257,Tupancireta,BR,2021-11-22 13:54:25,-29.0806,-53.8358,84.78,38,0,8.08
258,Huarmey,PE,2021-11-22 13:54:25,-10.0681,-78.1522,67.55,79,93,6.87
259,Biltine,TD,2021-11-22 13:54:26,14.5333,20.9167,92.75,11,69,10.89
260,Port Elizabeth,ZA,2021-11-22 13:54:26,-33.918,25.5701,70.09,83,75,14.97
261,Zhezkazgan,KZ,2021-11-22 13:54:26,47.8043,67.7144,31.42,88,100,23.87
262,Kholtoson,RU,2021-11-22 13:54:27,50.2981,103.3097,5.36,89,80,3.71
263,Vardo,NO,2021-11-22 13:54:27,70.3705,31.1107,22.98,86,75,19.57
264,Arman,RU,2021-11-22 13:54:27,59.7,150.1667,0.91,81,29,11.03
265,Kuvandyk,RU,2021-11-22 13:54:28,51.4781,57.3552,33.31,98,100,15.08
266,Mandalgovi,MN,2021-11-22 13:54:28,45.7625,106.2708,16.92,39,0,8.03
267,Mayumba,GA,2021-11-22 13:54:28,-3.432,10.6554,79.52,89,98,9.17
268,Esperance,AU,2021-11-22 13:54:29,-33.8667,121.9,58.84,80,51,22.93
269,Colares,PT,2021-11-22 13:54:29,38.7992,-9.4469,60.48,50,40,8.01
270,Moranbah,AU,2021-11-22 13:54:29,-22.0016,148.0466,70.56,81,91,11.1
271,Morant Bay,JM,2021-11-22 13:54:30,17.8815,-76.4093,85.62,67,16,3.11
272,Popondetta,PG,2021-11-22 13:54:30,-8.7537,148.2534,75.0,94,2,2.44
273,Itarema,BR,2021-11-22 13:54:30,-2.9248,-39.9167,90.34,52,84,14.43
274,Wakkanai,JP,2021-11-22 13:54:31,45.4094,141.6739,48.13,91,100,30.67
275,Muzhi,RU,2021-11-22 13:55:31,65.3667,64.6667,12.94,94,100,10.67
276,Pisco,PE,2021-11-22 13:55:31,-13.7,-76.2167,66.25,82,90,6.91
277,Benjamin Constant,BR,2021-11-22 13:55:32,-4.3831,-70.0311,73.45,94,90,2.3
278,Alakurtti,RU,2021-11-22 13:55:32,66.9672,30.3491,5.32,95,33,3.65
279,Korla,CN,2021-11-22 13:55:32,41.7597,86.1469,31.01,45,51,4.21
280,Saurimo,AO,2021-11-22 13:55:33,-9.6608,20.3916,77.97,66,98,4.18
281,High Level,CA,2021-11-22 13:55:33,58.5169,-117.136,12.31,85,75,5.75
282,Vicuna,CL,2021-11-22 13:55:33,-30.0319,-70.7081,49.73,34,9,7.9
283,Faya,SA,2021-11-22 13:55:34,18.3851,42.4509,72.12,50,25,8.39
284,Chester,US,2021-11-22 13:55:34,40.1254,-75.8749,45.21,95,1,1.01
285,Puerto Escondido,MX,2021-11-22 13:55:34,15.85,-97.0667,80.28,64,12,2.89
286,Luganville,VU,2021-11-22 13:55:35,-15.5333,167.1667,77.94,85,89,3.02
287,Hambantota,LK,2021-11-22 13:55:35,6.1241,81.1185,80.94,94,20,3.44
288,Verkhoyansk,RU,2021-11-22 13:55:35,67.5447,133.385,-12.5,99,99,2.3
289,Ellsworth,US,2021-11-22 13:55:36,44.5434,-68.4195,54.9,96,90,8.01
290,Zandvoort,NL,2021-11-22 13:55:36,52.3749,4.5341,50.99,67,20,5.75
291,Porto Novo,BJ,2021-11-22 13:55:36,6.4965,2.6036,87.62,55,100,9.04
292,Kalabo,ZM,2021-11-22 13:55:37,-14.97,22.6814,77.65,63,100,4.88
293,Lixourion,GR,2021-11-22 13:55:37,38.2019,20.4314,62.8,81,100,12.75
